Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"RL","Utilisation des terres","882","Samoa","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","284","I","Valeur imputée"
"RL","Utilisation des terres","016","Samoa américaines","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","20","A","Chiffre officiel"
"RL","Utilisation des terres","678","Sao Tomé-et-Principe","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","96","I","Valeur imputée"
"RL","Utilisation des terres","686","Sénégal","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","19671","A","Chiffre officiel"
"RL","Utilisation des terres","688","Serbie","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","8836","A","Chiffre officiel"
"RL","Utilisation des terres","690","Seychelles","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","46","A","Chiffre officiel"
"RL","Utilisation des terres","694","Sierra Leone","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","7230","T","Chiffre non officiel"
"RL","Utilisation des terres","702","Singapour","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","71.7","A","Chiffre officiel"
"RL","Utilisation des terres","534","Sint Maarten (partie néerlandaise)","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","3.4","A","Chiffre officiel"
"RL","Utilisation des terres","703","Slovaquie","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","4903.6","A","Chiffre officiel"
"RL","Utilisation des terres","705","Slovénie","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","2067.5","A","Chiffre officiel"
"RL","Utilisation des terres","706","Somalie","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","63766","A","Chiffre officiel"
"RL","Utilisation des terres","729","Soudan","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","187800","I","Valeur imputée"
"RL","Utilisation des terres","728","Soudan du Sud","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","64688.3","I","Valeur imputée"
"RL","Utilisation des terres","144","Sri Lanka","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","6561","A","Chiffre officiel"
"RL","Utilisation des terres","752","Suède","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","52844.752","A","Chiffre officiel"
"RL","Utilisation des terres","756","Suisse","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","4129","A","Chiffre officiel"
"RL","Utilisation des terres","740","Suriname","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","16382","A","Chiffre officiel"
"RL","Utilisation des terres","762","Tadjikistan","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","14255","A","Chiffre officiel"
"RL","Utilisation des terres","148","Tchad","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","128400","A","Chiffre officiel"
"RL","Utilisation des terres","203","Tchéquie","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","7887","A","Chiffre officiel"
"RL","Utilisation des terres","764","Thaïlande","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","51312","A","Chiffre officiel"
"RL","Utilisation des terres","626","Timor-Leste","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","1487","I","Valeur imputée"
"RL","Utilisation des terres","768","Togo","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","5679","I","Valeur imputée"
"RL","Utilisation des terres","772","Tokélaou","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","1","A","Chiffre officiel"
"RL","Utilisation des terres","776","Tonga","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","75","A","Chiffre officiel"
"RL","Utilisation des terres","780","Trinité-et-Tobago","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","513","A","Chiffre officiel"
"RL","Utilisation des terres","788","Tunisie","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","16361","A","Chiffre officiel"
"RL","Utilisation des terres","795","Turkménistan","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","48810","I","Valeur imputée"
"RL","Utilisation des terres","792","Turquie","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","78535","A","Chiffre officiel"
"RL","Utilisation des terres","798","Tuvalu","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","3","A","Chiffre officiel"
"RL","Utilisation des terres","804","Ukraine","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","60355","A","Chiffre officiel"
"RL","Utilisation des terres","858","Uruguay","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","17622","A","Chiffre officiel"
"RL","Utilisation des terres","548","Vanuatu","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","1219","I","Valeur imputée"
"RL","Utilisation des terres","862","Venezuela (République bolivarienne du)","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","91205","I","Valeur imputée"
"RL","Utilisation des terres","704","Viet Nam","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","33096","A","Chiffre officiel"
"RL","Utilisation des terres","887","Yémen","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","52797","I","Valeur imputée"
"RL","Utilisation des terres","894","Zambie","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","75261","A","Chiffre officiel"
"RL","Utilisation des terres","716","Zimbabwe","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","39076","A","Chiffre officiel"
